ATTEMPT_INDEX	ORDINAL	SAMPLE_CLASS	STRATUM	NODE_ID	LIOUVILLE_CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	MANIFEST_ROW_SHA256	CELL_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	VERIFICATION_SHA256	CORE_RECEIPT_SHA256	PHYSICAL_SHA256	REFERENCE_PHYSICAL_SHA256	INITIAL_HULL_SHA256	MUTATION_TESTS	MUTATIONS_REJECTED	ALL_FINITE	DETERMINANT_JOINT_COMPATIBLE	C1_DET	C2_HULL_DET	LIOUVILLE_DET	CHART_TUPLE	PROBE_PASS	CERTIFICATE_PASS	SUBDIVISION_REQUIRED
65	22	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000005_S04-0000000010	C0HORect2Set	VERIFIED_COMPLETE	0	5948	0f956569987b7ccc8d0a2673d8ae151d55e3d7722d1c4062f549d3df4796cb07	948dec8cd9e152b1de203efbd07152d807375b1091cd4b6ecfa1c4265f6f7f2b	0e98f70fae572195ad409d49aec88a4b6776ca9389cdeea969567216ee6b5f5f	d6f09b7ec78b69eb4b461454fd407bf1c494126cd374f38a00255e3e09126a1c	a1f6cccbcc4c5cc2f6b3639eb7c496e4d77fdd4a45c8f36ec56f868c1db3dcbd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	db27e2e0609777703d75a6f2778230569a75269e452de901197b22816203926d	80386f4aac9d2b003b27b2293e2cb6bfb46abdd53839de79672cdd034c07652e	6e2bac0646d7dc9dff991ce94d1e9a4173a1d62f912db9591dc35dff4e85ec18	2967ed7d1d3c37d5d45204c41cd8bdacb6f253c617c892b076b63bb55cea6729	554a5f7f68fe08f8a61120f813befbebbf54f8d2e1892b7fcdccd116d27af883	93	93	true	true	[-0x1.dcc9f8cb64bdfp-14,0x1.dbd09001e5443p-14]	[-0x1.dcc9f8cb64bdfp-14,0x1.dbd09001e5443p-14]	[-0x1.f82a4374d4e82p-36,-0x1.ee914ac0de992p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
66	22	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000005_S04-0000000010	C0Rect2Set	VERIFIED_COMPLETE	0	5703	0f956569987b7ccc8d0a2673d8ae151d55e3d7722d1c4062f549d3df4796cb07	948dec8cd9e152b1de203efbd07152d807375b1091cd4b6ecfa1c4265f6f7f2b	0e98f70fae572195ad409d49aec88a4b6776ca9389cdeea969567216ee6b5f5f	3c123ddfda7d1a2c78f5dcbc0babcc9e5d15db5c10398d9c4317bc005d3436bb	86081da038c9726dc76209f048e406f2db46d5fd8071f6d2ae72be92727666a2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bf38d42448e3234414de72f2b632f56197d294719e0784d665c0a575cc2e7bdf	4a43f1e14fab86ece97e153af1e167ebbdb12acd52a37526ab3f81f18ab10511	d2b92f67a296f2c799c28e94e39c2f1308b3ebc1f39a35f9018cc14c17972b2f	2967ed7d1d3c37d5d45204c41cd8bdacb6f253c617c892b076b63bb55cea6729	554a5f7f68fe08f8a61120f813befbebbf54f8d2e1892b7fcdccd116d27af883	93	93	true	true	[-0x1.dcc9f8cb64bdfp-14,0x1.dbd09001e5443p-14]	[-0x1.dcc9f8cb64bdfp-14,0x1.dbd09001e5443p-14]	[-0x1.f843a7904b20cp-36,-0x1.ee78600a257f9p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
67	23	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000006_S04-0000000010	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5874	497ee127e6b427ce415fc230a706bb6a5827386b83bc9a949e467d9c1443ae6c	411094761b415429e2072b51868c7c62882444d96c995f933d89464e5652c399	ac7cad14f8fc7a6e75715af08fb93acd1f460e78660dc5d912c60ec58479356c	e94e30e6abddc1c3821c036745cc91e78da47b97c469e01bf632c8ace50f538c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5be0b031a3ee88124798c3f84686ee68008285bcbf9c9e1819b53db2faa1f52b	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
68	23	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000006_S04-0000000010	C0HORect2Set	UNKNOWN_FAILURE	1	5924	497ee127e6b427ce415fc230a706bb6a5827386b83bc9a949e467d9c1443ae6c	411094761b415429e2072b51868c7c62882444d96c995f933d89464e5652c399	ac7cad14f8fc7a6e75715af08fb93acd1f460e78660dc5d912c60ec58479356c	83aacf3234dcc7821a230709018261e387979a332e916ef2b6cf35c8582b2c4d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	b9639187ac91f4099d28de40c2dd5b1ad9806524a8f278c25e1a8134b229b47e	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
69	23	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000006_S04-0000000010	C0Rect2Set	UNKNOWN_FAILURE	1	5667	497ee127e6b427ce415fc230a706bb6a5827386b83bc9a949e467d9c1443ae6c	411094761b415429e2072b51868c7c62882444d96c995f933d89464e5652c399	ac7cad14f8fc7a6e75715af08fb93acd1f460e78660dc5d912c60ec58479356c	7cb4ad33442c671054694b0edff9f035ff395f1af7076202bdc92055db9b5291	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0916b6401aeea7578d5d216bff1b177b69611172c735044f40497c890abdb886	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
70	24	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000007_S04-0000000008	C0HOTripletonSet	CAPD_SET_RQ_NAN	1	5822	1fb2fa648c20da8cce08294714f0329211d94c8bb7ccc26dfcd8e152d1ad7b9a	11f850bc6f7834823d4ca9067e3d16d54a35f6a4d95d31a92ca53e100e5518fd	1e4cf6cd7fa8af580c8b98a069814e797cb479434708b2ddcaea414078b22ac3	6d135c098920589e5bfc7967c9a60c9315ddcae70c077bb4883d91e2f82f4548	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a10d4085b17f6bef2e7bc355ef89a2514b2c26d92c202b38bb56ff7ef8d8dde3	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000	0	0	false	false	-	-	-	-	false	false	true
71	24	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000007_S04-0000000008	C0HORect2Set	VERIFIED_COMPLETE	0	5863	1fb2fa648c20da8cce08294714f0329211d94c8bb7ccc26dfcd8e152d1ad7b9a	11f850bc6f7834823d4ca9067e3d16d54a35f6a4d95d31a92ca53e100e5518fd	1e4cf6cd7fa8af580c8b98a069814e797cb479434708b2ddcaea414078b22ac3	911202c3527e13fe017f80a6584325d293eb69eca8157c1ca8a324bbed9d4500	5c8a54c7f3194dbce0068615f7b3bb25797bbeb6a6ca6c2bf2682d7850080d87	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	80de00f1be66117226cc0da0e5d6384f9eaa38d6122b6477f361d0391fe717b0	9aa247e812b7404535da8dc824eaac3e6b3327367368d6965bdeba8f01407c22	849f1ca7a09691c605f4b582d4f91accd37460bcbd6bc264f0148f2930ba4341	203a39c05a7a37ebf0f6044718cccc52979e9c74af0be2eb590971389900e382	8f0dee3ed810a0e0cfb3289f83d106ea383295347351509171197a7c4ded84d7	93	93	true	true	[-0x1.dbdd9792b2e95p-14,0x1.ddcf6d1045d36p-14]	[-0x1.dbdd9792b2e95p-14,0x1.ddcf6d1045d36p-14]	[-0x1.fb4631998557bp-36,-0x1.f1a31bb580bc1p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
72	24	CAPD_SET_TARGET	CAPD_U3_S4	U03-0000000007_S04-0000000008	C0Rect2Set	VERIFIED_COMPLETE	0	5676	1fb2fa648c20da8cce08294714f0329211d94c8bb7ccc26dfcd8e152d1ad7b9a	11f850bc6f7834823d4ca9067e3d16d54a35f6a4d95d31a92ca53e100e5518fd	1e4cf6cd7fa8af580c8b98a069814e797cb479434708b2ddcaea414078b22ac3	f567e183c9af0b31b116f481212846584245a819d25dfa0eea9efdaff0dfab1a	5b157bc86db040c8ccf408c3dfe3bb3e874f3284afd459e8dd7ccd14ab21662b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6f0284c466c43400022b9d3810436e2cc1024be901884629e5ac97a47ca9062a	ac395267692e205b202cbce89d43f3acae1c3e53544c009a43193a0b3859e190	d82df0ff6c216fde77993798a152d199f5a8bf1103774da73bc5638ad0c05f36	203a39c05a7a37ebf0f6044718cccc52979e9c74af0be2eb590971389900e382	8f0dee3ed810a0e0cfb3289f83d106ea383295347351509171197a7c4ded84d7	93	93	true	true	[-0x1.dbdd9792b2e95p-14,0x1.ddcf6d1045d36p-14]	[-0x1.dbdd9792b2e95p-14,0x1.ddcf6d1045d36p-14]	[-0x1.fb6122cabb36ep-36,-0x1.f188cfb07ccfdp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
73	25	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S2	U02-0000000001_S02-0000000000	C0HOTripletonSet	VERIFIED_COMPLETE	0	6199	eda219f3ac7470d2955aa4168865605c7e8e1c5423c3c17caaed710ca365252d	435f508cce77785287b427a689698750ea29b86e004e6787b70aeed85ec445c0	eafa44b2e848ca0a2a1ff04237f6ec56b50a684e90569e9fc44230301468d9a0	6025b55a05e22b3616fe956a17eb511158700728f3a9dadc6396c844ed464fb4	22344ae890452f889cb6dde57368ffbef7cf5ca13b99948b6a9ad346404b2a7f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	27bcafbe90939dfdedb41f3209f322567bd049440f80085bbf1686a1209f913e	da9ad3ba1186c036a1e060b40e36c3564b620f6b818505be19a6bb175bc745f5	ed3449221127dca746f42fcb72e4d3296db03fd56721bea74cfe7ccc9e99c1aa	91eacfcbedd0fea12c78e2bb5b3f53e570498a38b51c922b91bdb6e43274d810	c3432a5832ca3d1386cc076dffeb1055f754e775af3fa82b7aa2efe8494375db	93	93	true	true	[-0x1.14786a2a0cbbcp-10,0x1.181da2ed187a8p-10]	[-0x1.14786a2a0cbbcp-10,0x1.181da2ed187a8p-10]	[-0x1.0bdafa1a12f22p-35,-0x1.ef354a615c601p-36]	X:-1,NONE:0,Y:-1,NONE:0	false	false	true
74	25	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S2	U02-0000000001_S02-0000000000	C0HORect2Set	VERIFIED_COMPLETE	0	6020	eda219f3ac7470d2955aa4168865605c7e8e1c5423c3c17caaed710ca365252d	435f508cce77785287b427a689698750ea29b86e004e6787b70aeed85ec445c0	eafa44b2e848ca0a2a1ff04237f6ec56b50a684e90569e9fc44230301468d9a0	951dc86946f86be8d897b7a73cfaf0027d9f66adb0bf3cd4b48f283902a65cd4	460051b0a24cd88140ac922405352b73cdc38fafd6e6ed70ecad9048e87530ab	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ab61bb20609fb696a34a1a3f80640df2362293fa5fc591cbaed27a47d84446c5	6b13da5ff5b7f4ce18880e3d397e34cbdd57102961f9b5d481df764fe219ea1e	14fbab135d3f3784952eab454a696a106ac590656c3212b7dbbcd969e6325604	91eacfcbedd0fea12c78e2bb5b3f53e570498a38b51c922b91bdb6e43274d810	c3432a5832ca3d1386cc076dffeb1055f754e775af3fa82b7aa2efe8494375db	93	93	true	true	[-0x1.14786a2a0cbbcp-10,0x1.181da2ed187a8p-10]	[-0x1.14786a2a0cbbcp-10,0x1.181da2ed187a8p-10]	[-0x1.1b91fd1bfa586p-35,-0x1.d32bfe209511fp-36]	X:-1,NONE:0,Y:-1,NONE:0	false	false	true
75	25	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S2	U02-0000000001_S02-0000000000	C0Rect2Set	VERIFIED_COMPLETE	0	5799	eda219f3ac7470d2955aa4168865605c7e8e1c5423c3c17caaed710ca365252d	435f508cce77785287b427a689698750ea29b86e004e6787b70aeed85ec445c0	eafa44b2e848ca0a2a1ff04237f6ec56b50a684e90569e9fc44230301468d9a0	08add81c080b2be344a1fd7acc839c09538cf379a3464404a02062affd2492ea	f4df03402a071ad37b5dd28adaeb8f5aa04c0473fcf88be28a72835d4d33b3af	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	5ec5d98e3aa7f7489b4d73274591e8b8e544a4fda2bae1e5e5c7beb67ad144cb	e4eedd21f8860b63c15f9bc7de90f3558fbafe454b51f4245810e9511ae45dde	adf4e388aaec8999634d24277dbcf0dbcabdc1eae79230c0f918b46fffa89464	91eacfcbedd0fea12c78e2bb5b3f53e570498a38b51c922b91bdb6e43274d810	c3432a5832ca3d1386cc076dffeb1055f754e775af3fa82b7aa2efe8494375db	93	93	true	true	[-0x1.14786a2a0cbbcp-10,0x1.181da2ed187a8p-10]	[-0x1.14786a2a0cbbcp-10,0x1.181da2ed187a8p-10]	[-0x1.1deea7c9679f5p-35,-0x1.cf3a6bc2ed549p-36]	X:-1,NONE:0,Y:-1,NONE:0	false	false	true
76	26	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S2	U02-0000000002_S02-0000000003	C0HOTripletonSet	VERIFIED_COMPLETE	0	6206	4ebcd3415b1319f8461b62c131977a142745fb1040af1c16a9cef5c54d63a2a5	137bd6916d2b1c66c563bd5c372aa8dc1d313230cac28e6142bc5a501cd513ab	0a5bbda168650bbb37f6202a15517676e956fb69e5e4f67ee8bf6b12a848426f	85bbca9ebc92d34c0fa356da1cd166e1b20c6421df61801f86a5aae0e3bfc77b	c2842903b3a1991ca89a1e967407391aaa35f20f601204b15c5934828a50d00f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c77bec48fb27e0cf09dcccc655db5c835861123dc791550e7e6d290efd70aafe	332453b8ac05025fce9e17a89e7a859222d78a192e5b7aeed53697179754dbf6	7c5e68f034f437fe2e7bb9721b0f80a0fb669e65ba3111e6d674511d198af1c4	8023c7fd2788e5b8c8eaf0d1ccf5e01f5866ee19d8ca561dff6c1200fdaf0ca7	ab319b0f2325a8b437ef42fc2bd6e953ae8f8096b38e886dde3b29794bb9b5b2	93	93	true	true	[-0x1.1f668ab8b82a6p-10,0x1.1e962f7d418cdp-10]	[-0x1.1f668ab8b82a6p-10,0x1.1e962f7d418cdp-10]	[-0x1.00acba1ca73aep-35,-0x1.da114534b67afp-36]	X:-1,NONE:0,Y:-1,NONE:0	false	false	true
77	26	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S2	U02-0000000002_S02-0000000003	C0HORect2Set	VERIFIED_COMPLETE	0	6055	4ebcd3415b1319f8461b62c131977a142745fb1040af1c16a9cef5c54d63a2a5	137bd6916d2b1c66c563bd5c372aa8dc1d313230cac28e6142bc5a501cd513ab	0a5bbda168650bbb37f6202a15517676e956fb69e5e4f67ee8bf6b12a848426f	6b01ef0a2eb7c23fa6471ba39bfb3be2e8fec4d9c9ac4af927d2127f7e96a446	8d6dd9a310b72cd4f641cd2c3bf4b781c47dd77d27c14cea57ffbd4653ebc18b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c54bd0a0639bd4309852d35557051e6145150eaf1e9d0ebedc9788607600d7df	9d555658cb45278d06eb27958a4cca4f47a4e37739b56b7e1e5585df99e246c3	3f9bb1dbb9ba8f8da2effbe98175edab403e884f8fe9bed6e0c405d8f9401f0d	8023c7fd2788e5b8c8eaf0d1ccf5e01f5866ee19d8ca561dff6c1200fdaf0ca7	ab319b0f2325a8b437ef42fc2bd6e953ae8f8096b38e886dde3b29794bb9b5b2	93	93	true	true	[-0x1.1f668ab8b82a6p-10,0x1.1e962f7d418cdp-10]	[-0x1.1f668ab8b82a6p-10,0x1.1e962f7d418cdp-10]	[-0x1.10caeeb7b972cp-35,-0x1.bd7cb1538e335p-36]	X:-1,NONE:0,Y:-1,NONE:0	false	false	true
78	26	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S2	U02-0000000002_S02-0000000003	C0Rect2Set	VERIFIED_COMPLETE	0	5816	4ebcd3415b1319f8461b62c131977a142745fb1040af1c16a9cef5c54d63a2a5	137bd6916d2b1c66c563bd5c372aa8dc1d313230cac28e6142bc5a501cd513ab	0a5bbda168650bbb37f6202a15517676e956fb69e5e4f67ee8bf6b12a848426f	df6d6ac1e618d76acc7c1b6d61a94820ca6495e00567b43353ea2da58b9f0183	1583d3d084990385a1ded75dcb23fffc63e399efc35373f67cfa0738d08b72c6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	1c79a13c8239259a17e57b04bc47dd0a2e030962ec8c1f7bc7cc1fda8229133d	c818dfda85c8668235d54b08a141987dfee5e0fd3df224106cea77656e256b01	6f1589d0339e48b3c2f9a4c2e61c6cd57077137c78cc2134092d81cced613dce	8023c7fd2788e5b8c8eaf0d1ccf5e01f5866ee19d8ca561dff6c1200fdaf0ca7	ab319b0f2325a8b437ef42fc2bd6e953ae8f8096b38e886dde3b29794bb9b5b2	93	93	true	true	[-0x1.1f668ab8b82a6p-10,0x1.1e962f7d418cdp-10]	[-0x1.1f668ab8b82a6p-10,0x1.1e962f7d418cdp-10]	[-0x1.13336f759daaap-35,-0x1.b96f5b23188abp-36]	X:-1,NONE:0,Y:-1,NONE:0	false	false	true
79	27	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S3	U02-0000000001_S03-0000000001	C0HOTripletonSet	VERIFIED_COMPLETE	0	6138	1cab72e2349261b9bc7849efd59dc4a9f955c54a9d1d59d6514350170f3f4619	fd240ef2d09b3be0e2344db6e233db6d0cfeb0586b67f41607f854939fc61418	97ceb920294b040f433ca4e2188920568743290eedd2a3a660ac83b64c7f39db	fed8fc482ddb9c01043da029fae538fa00cdee216fd3da801f73e71360bc5a90	64027eb84012809c9a74cbf370f3cad007e361533a7fd3281ae998d6cd63de0d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	09db8eefadf78be143d5ee33a75e451aa378550418c492aa53676b535cbddee3	85f36dec0e2773b4caa8a3538c22f0bf9a9162e10e11efec869c079a1b9bf6c4	c64a2d5734f55cca1c53327c5c7a71316e396d8a82f2dca2d7e9c18e4ab5fdfd	69cf3d4a34108a730ce6116be2760c1bf840b244a4dfe11cab87e22a6af08e4d	91e091e446572bd47a53ec439aacf7c32a0035f9b876b97e1e390edd54694fd3	93	93	true	true	[-0x1.7da0924075fc4p-12,0x1.84e08d140a92cp-12]	[-0x1.7da0924075fc4p-12,0x1.84e08d140a92cp-12]	[-0x1.05b9bf70cd303p-35,-0x1.f7427627960ddp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
80	27	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S3	U02-0000000001_S03-0000000001	C0HORect2Set	VERIFIED_COMPLETE	0	5954	1cab72e2349261b9bc7849efd59dc4a9f955c54a9d1d59d6514350170f3f4619	fd240ef2d09b3be0e2344db6e233db6d0cfeb0586b67f41607f854939fc61418	97ceb920294b040f433ca4e2188920568743290eedd2a3a660ac83b64c7f39db	3470cf444233596f8c74a9338d8a0310a8de000923386d13c29b9877cf219511	521ae0df0718020df51a455d8eb6e0331cbcab7ff5418ba340e680cdc785575d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	c15826389901be74d9bb3167448b882dffa09842182cf5f52434339103dfbaa2	7b3be9c0412559c8471a71073d1b734cbf598a9a172d6a2bf1ad916e872adf63	80ceb7784031f0cee8f98217257ab0c540a5ef26101e94c0516a16fed10a4bb4	69cf3d4a34108a730ce6116be2760c1bf840b244a4dfe11cab87e22a6af08e4d	91e091e446572bd47a53ec439aacf7c32a0035f9b876b97e1e390edd54694fd3	93	93	true	true	[-0x1.7da0924075fc4p-12,0x1.84e08d140a92cp-12]	[-0x1.7da0924075fc4p-12,0x1.84e08d140a92cp-12]	[-0x1.097010914907ap-35,-0x1.f02ccfb04fa6dp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
81	27	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S3	U02-0000000001_S03-0000000001	C0Rect2Set	VERIFIED_COMPLETE	0	5714	1cab72e2349261b9bc7849efd59dc4a9f955c54a9d1d59d6514350170f3f4619	fd240ef2d09b3be0e2344db6e233db6d0cfeb0586b67f41607f854939fc61418	97ceb920294b040f433ca4e2188920568743290eedd2a3a660ac83b64c7f39db	a6c86e019fe7dc16da1bbe02d9eb539dc51eb2f1b37e2a1647f03e62711ec36f	40bd9f174ccaea71f29a18b2eb4a15dd3b75732aba8522eaf368d739cef0ce9b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	30d0d84604ab2cf778308d81323d67515161e64bb2879321cdd7e5da2d46be0c	95f4dce955dbfa5aed5c9a1b6f6fd1fed61479f7168a69b5a5f7b7b29e17515f	547f8c6bb7115e7ac145979c87c30a1beddb6852a8e3083c373cf8fe147e43fb	69cf3d4a34108a730ce6116be2760c1bf840b244a4dfe11cab87e22a6af08e4d	91e091e446572bd47a53ec439aacf7c32a0035f9b876b97e1e390edd54694fd3	93	93	true	true	[-0x1.7da0924075fc4p-12,0x1.84e08d140a92cp-12]	[-0x1.7da0924075fc4p-12,0x1.84e08d140a92cp-12]	[-0x1.09c6557df1823p-35,-0x1.ef87f914443ep-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
82	28	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S3	U02-0000000002_S03-0000000004	C0HOTripletonSet	VERIFIED_COMPLETE	0	6115	670a9c5cb8743beeda63cbf73dd3f7862fad8c9f85b1de4436d6b2811a3cd4c2	c85e1612c45b3005580de5c43016c055d4c47128bf2c51707f03c1aa00f82feb	754f6fa2294424afc22cf1b004fab9043eda81e331b52f895a6f5b4eda4a947f	54a862efb223c02df4b6358e2c4ea50f03ab1850bdd55eb2649b1f076a652361	517574d9f8af4d404b89f0cd1c2afeb8ce9a49490506ca5f3acb387a8e0bcee7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	002326dfb7d205849cda1081914f90ac50bfd89692c89fb217ed640c53319f2a	3e32a8405fb5b5df4dda1ca93e6dbd1d2a288de3df8252b0a94f9db917aca88e	cfdcc1c73a1c5e8b7dfaf475da860204c2019c7544e3900aee499f36ea51aa1d	3767432195b3add7689b21f2a5dfab1b8e138949e1272ab9ee0bb2316931283c	7876888e07dae4fc0c2211033981468d5b04bef0b3ab430d68a369f249b25cbd	93	93	true	true	[-0x1.7ea621bf4c588p-12,0x1.816d778bcca65p-12]	[-0x1.7ea621bf4c588p-12,0x1.816d778bcca65p-12]	[-0x1.00128bcd008bbp-35,-0x1.ec46cb85a86a1p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
83	28	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S3	U02-0000000002_S03-0000000004	C0HORect2Set	VERIFIED_COMPLETE	0	5979	670a9c5cb8743beeda63cbf73dd3f7862fad8c9f85b1de4436d6b2811a3cd4c2	c85e1612c45b3005580de5c43016c055d4c47128bf2c51707f03c1aa00f82feb	754f6fa2294424afc22cf1b004fab9043eda81e331b52f895a6f5b4eda4a947f	5e25c9214a99e88f62ade8f5b268dab900e8dc1db17c13f9bb873c20a1666dc7	d4fdf32f905e087b7783b43349d41fdb807f051f5f83dc9edc57129cc5a97cde	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	2cdb661a8b70212a81ecd0d7cb773959bacc00fb99e80b90ee61d7a5a863539a	ecb218466b96ee774bbcfaad3cf4e9df4b1664dafe9f0334d15e212feaf7991a	0855ce65a8c2d88faab98ddab1570fb2e5374d4a4e8ae85337e77c681c6a3261	3767432195b3add7689b21f2a5dfab1b8e138949e1272ab9ee0bb2316931283c	7876888e07dae4fc0c2211033981468d5b04bef0b3ab430d68a369f249b25cbd	93	93	true	true	[-0x1.7ea621bf4c588p-12,0x1.816d778bcca65p-12]	[-0x1.7ea621bf4c588p-12,0x1.816d778bcca65p-12]	[-0x1.03c66fb00da93p-35,-0x1.e530c9192f857p-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
84	28	NO_SIGNED_CHART_CONTROL	NO_CHART_U2_S3	U02-0000000002_S03-0000000004	C0Rect2Set	VERIFIED_COMPLETE	0	5701	670a9c5cb8743beeda63cbf73dd3f7862fad8c9f85b1de4436d6b2811a3cd4c2	c85e1612c45b3005580de5c43016c055d4c47128bf2c51707f03c1aa00f82feb	754f6fa2294424afc22cf1b004fab9043eda81e331b52f895a6f5b4eda4a947f	4ccc3a53f1cb8e806c81e8d8265886a8eabd05a328eeeceb1ff1217e2a64f7c4	8ab0c95db0426dc8b88e545a213bd69ebb536c93ace00867b3fef5172b823941	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	6ec650d165e5608d7c221bc53db33e9c7fcbde26e5bfd7c0de8e2e7f2cf28cfe	b54f0642ea2fc2421e67a7d4d90f538805fd67d98322f3130e55cca4496d8bfb	139e196c04256fcda4512fe82cf6a9f2a15a747e8b515c8752244af090e982af	3767432195b3add7689b21f2a5dfab1b8e138949e1272ab9ee0bb2316931283c	7876888e07dae4fc0c2211033981468d5b04bef0b3ab430d68a369f249b25cbd	93	93	true	true	[-0x1.7ea621bf4c588p-12,0x1.816d778bcca65p-12]	[-0x1.7ea621bf4c588p-12,0x1.816d778bcca65p-12]	[-0x1.041f45694a552p-35,-0x1.e492bf0727accp-36]	X:-1,NONE:0,PLUS:-1,NONE:0	false	false	true
